,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
1823259,802948,223-222@63s-w39-pgk,sg:813a58a51cf1499499147bcf2e65047d,,,Saint James Square,,,Lessors of Real Estate,Malls,531120.0,39.58877,-77.732692,18360 College Rd,St. James,MD,21740,US,,,,,,,2019-07
1825526,805217,22d-223@63s-whn-m6k,sg:1234a41ace594bf18eabbbccade4b478,,,Eliz Restaurant and Lounge,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,39.625864,-77.667744,11353 Robinwood Dr,Robinwood,MD,21742,US,12405132690.0,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [] }",,,,,2019-07
1825855,805548,223-222@63s-wh9-fmk,sg:2641c252c2504db693ae04afca624de9,,,Waffle House,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.689739,-77.731612,13612 Crayton Blvd,Fountainhead-Orchard Hills,MD,21742,US,13017669251.0,,"Lunch,American Food,Casual Dining,Breakfast,Catering,Diner,Dinner",,,,2019-07
1827111,806805,225-222@63s-w38-mc5,sg:730b05571841446690ed526b7f7e4438,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,Tommy Hilfiger,SG_BRAND_1428e3360a85e36f654fcd0166e3e607,Tommy Hilfiger,Clothing Stores,Family Clothing Stores,448140.0,39.607608,-77.732803,210 Premium Outlets Blvd,Hagerstown,MD,21740,US,13017398868.0,,,,,2021-03,2019-07
1828858,808556,zzw-222@63s-wsc-g49,sg:e96d2ebc77414ff68a546491911360fb,,,RainVac Rainbow Vacuum Specialists,,,Household Appliance Manufacturing,Major Household Appliance Manufacturing,335220.0,39.648436,-77.73796899999999,920 W Washington St Ste 107,Hagerstown,MD,21740,US,13017919669.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
1839090,818794,223-223@63s-wsd-f4v,sg:758c986d5d974e6ab9a0f70bb4782a59,,,Conocoheague Mennonite School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,39.655408,-77.798386,12403 Huyett Ln,Hagerstown,MD,21740,US,,,,,,,2019-07
1839716,819420,zzz-222@63s-wgz-xyv,sg:9ccdf2bbf6c0456a8eed63df1f7d79aa,,,Pangborn Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,39.649567,-77.70104599999999,580 Pangborn Blvd,Hagerstown,MD,21742,US,,,,,,,2019-07
1843545,823250,22b-222@63s-ws9-45f,sg:92f20466ce264fa79b8bcaae4432525d,zzw-222@63s-wsb-2x5,sg:ae5822ff1bd34709aa5533f59c6bf57a,D & G Liquors,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,39.654935,-77.757313,17624 Garland Groh Blvd,Hagerstown,MD,21740,US,13017337077.0,,,,,,2019-07
1852158,831877,226-223@63s-whm-qpv,sg:bf817519c78f462a8188691acb82bd65,226-222@63s-whm-qpv,sg:b2d176b268fc40499f35ab51072f8340,Dermatology Associates and Surgery Center,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.637581,-77.694937,1110 Professional Ct Ste 201,Hagerstown,MD,21740,US,12407076920.0,"{ ""Mon"": [], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
1855125,834851,22f-222@63s-wh5-jjv,sg:7cfc147e298b4009b14289956d1d2556,,,Allegany Driving School,,,Other Schools and Instruction,Automobile Driving Schools,611692.0,39.664726,-77.719317,1329 Pennsylvania Ave,Hagerstown,MD,21742,US,13017660087.0,,,,,,2019-07
1856095,835823,222-223@63s-whg-4gk,sg:bd11a0fe04bc4948b92f58e26426535e,,,Carderock Recreation Area,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990.0,39.610490000000006,-77.68789100000001,1850 Dual Hwy Ste 100,Hagerstown,MD,21740,US,,,,,,,2019-07
1860405,840137,227-222@63s-ws5-3yv,sg:d4e56b8333c2480484441e1d6aa8489c,22d-22j@63s-ws5-45f,sg:8d25d3093e2647e4b11e3ce3a8b85844,Shoe Show Mega,SG_BRAND_60ef405583046498133c783878be1020,Shoe Show Mega,Shoe Stores,Shoe Stores,448210.0,39.624634,-77.76785500000001,17301 Valley Mall Rd Ste 448,Halfway,MD,21740,US,12405000175.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,,2019-10,2019-07
1861191,840924,224-222@63s-whr-bp9,sg:0842191d684e46818bc780e696403018,,,Veritas United Church of Christ,,,Religious Organizations,Religious Organizations,813110.0,39.647723,-77.712006,530 N Locust St,Hagerstown,MD,21740,US,12402172767.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [[""14:00"", ""15:00""]] }",,,,,2019-07
1862281,842015,zzw-222@63s-whh-mp9,sg:4bba45c7bcc94ec4a4d8ded967fdc46b,22p-222@63s-whh-mp9,sg:745cbfbfafaf48c9aff7d213de5ad003,Boost Mobile,SG_BRAND_828bf870d4d7227c8c54c013e3649586,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,39.624833,-77.73320799999999,1013 Maryland Ave,Hagerstown,MD,21740,US,12407076770.0,,,,,,
1865522,845259,zzw-224@63s-ws4-435,sg:1ded04c0bc714efb8fcfe0b3c060d0f4,zzw-223@63s-ws4-45f,sg:d2b7ae80f88842bdbd3dc82732977578,Martin's Foods,SG_BRAND_27e156f57b8fd43184fe629d5fc60b7d,Martin's Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,39.632844,-77.764222,1650C Wesel Blvd,Hagerstown,MD,21740,US,,,,,,2020-11,2019-07
1869318,849062,zzy-222@63s-w34-g6k,sg:186831cd66bb4f6cb05d73976cf9f6d5,zzw-222@63s-w34-g6k,sg:f7269dc390974ce6924ba380da82a84d,Scci Rockland Wood Center,,,Child Day Care Services,Child Day Care Services,624410.0,39.574741,-77.736959,18204 Rockland Dr,St. James,MD,21740,US,13017919162.0,,,,,,2019-07
1871287,851033,22f-223@63s-whq-kxq,sg:97e7349cb35b4006a64a5e2503f48945,,,Johns Hopkins Research Aric,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310.0,39.641848,-77.720865,5 Public Sq,Hagerstown,MD,21740,US,,,,,,,2019-07
1873207,852957,222-222@63s-whf-3qz,sg:1827805f0e9c4a2482187d5c1589dae9,22h-222@63s-whf-6rk,sg:d846d25499704644ac953c4d3f42f887,Meritus Digestive Health Specialists,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.621573,-77.68341600000001,11110 Medical Campus Rd Ste 246,Robinwood,MD,21742,US,,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
1882132,861893,226-222@63s-whp-b49,sg:54ed18f37cc944e9ace6d9f78655c423,,,Antiox Juicebar Wellness,,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340.0,39.62264,-77.676156,11205 John F Kennedy Dr Ste 102,Robinwood,MD,21742,US,12404201800.0,,,,,,2019-07
1884324,864087,zzw-222@63s-whm-tgk,sg:e593bcccbc0436ce9353fede51eb1875,,,Atomic Wings,SG_BRAND_3232c37e7a0291c,Atomic Wings,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.641011,-77.694108,271 Eastern Blvd N,Hagerstown,MD,21740,US,,,"Counter Service,Late Night,Chicken Wings,Lunch,Dinner",,,,
1887835,867598,zzw-222@63s-whr-85f,sg:c5ab3b912bc245aa8cdfddf0235b0c31,,,Blaine's Body Shop,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,39.646564,-77.71478499999999,42 E North Ave,Hagerstown,MD,21740,US,13017977854.0,,,,2020-01,,2019-07
1891874,871640,zzy-222@63s-wsc-54v,sg:c6ff3442a6e44717aac41434c3af14be,,,Boys & Girls Clubs of America,SG_BRAND_f30b03559d204ae5fa8ea7c6d0f38fb6,Boys & Girls Clubs of America,Individual and Family Services,Child and Youth Services,624110.0,39.630702,-77.747199,Noland Dr,Hagerstown,MD,21740,US,13017336793.0,,,,,2020-04,2020-04
1894440,874209,zzw-222@63s-wrw-tn5,sg:6a07c94570c742dca2fa7a64fbb979b5,,,Grace Academy,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,39.683799,-77.75648100000001,13321 Cearfoss Pike,Maugansville,MD,21740,US,,,,,,,2019-07
1896268,876039,zzw-222@63s-whd-fxq,sg:e2c424f7a5e0496fabf3c8bc54964a4c,,,Royal Paris Hair Salon,,,Personal Care Services,Beauty Salons,812112.0,39.615018,-77.69077800000001,1726 Dual Hwy,Hagerstown,MD,21740,US,14109631016.0,,,,,,2019-07
1907097,886887,22b-222@63s-ws9-wc5,sg:9ba716e431c04119846a783d97a020e8,,,Hair & Beauty,,,Personal Care Services,Beauty Salons,812112.0,39.660138,-77.75395,17722 Perlite Way,Hagerstown,MD,21740,US,13016755884.0,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [[""6:00"", ""22:00""]] }",,,,,2019-07
1911851,891647,228-222@63s-wgz-f2k,sg:c928704fbebc4598b4cdb5fe0628c03c,zzy-222@63s-wgz-f2k,sg:e0c4517a5b8345608aaa1373c60af044,T & N Liquors,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,39.686683,-77.719695,18704 North Village,Fountainhead-Orchard Hills,MD,21742,US,13017975537.0,,,,,,2019-07
1914840,894639,zzw-222@63s-w38-st9,sg:8abb53952db749bf8a5ae1e3410c69f8,,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,39.598162,-77.729743,10319 Sharpsburg Pike,Hagerstown,MD,21740,US,,,"Snacks,Counter Service,Dessert,Donut Shop,Coffee Shop",,,,
1916460,896262,zzw-222@63s-wh3-hdv,sg:f323c4bc09414c919ea005041c8a6ec6,,,Jonathan Street House Of Prayer Ministrial Fellowship Of The A F,,,Religious Organizations,Religious Organizations,813110.0,39.669144,-77.740013,18313 Buckeye Cir Apt 245,Hagerstown,MD,21740,US,,,,,,,2019-07
1917003,896806,223-222@63s-whr-7nq,sg:1565cc0786fd46229a16053bf9843a3c,,,Isp Mineral Products,,,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220.0,39.649799,-77.715687,34 Charles St,Hagerstown,MD,21740,US,13017334000.0,,,,,,2019-07
1917007,896810,224-222@63s-whf-zvf,sg:15da423f483c4353bf184d1cfad88bd4,,,Fast Lane Car Sales,,,Automobile Dealers,Used Car Dealers,441120.0,39.60828,-77.68843000000001,1901 Dual Hwy,Hagerstown,MD,21740,US,12405136272.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",,,,,2019-07
1917285,897088,22g-222@63s-whh-d9z,sg:2629b2653dcd4391a2a8dec9b761ee88,,,Creek's Jewelers & Designers,,,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310.0,39.612253,-77.72313100000001,222 E Oak Ridge Dr Ste 800,Hagerstown,MD,21740,US,13017976070.0,,,,2020-01,,2019-07
1918599,898404,22p-222@63s-whh-mp9,sg:745cbfbfafaf48c9aff7d213de5ad003,227-222@63s-whh-mp9,sg:757f6f2c6d98408bb6520e675c6b2425,South End Shopping Centre,,,Lessors of Real Estate,Malls,531120.0,39.62431,-77.73315699999999,1111 Maryland Ave # 1181,Hagerstown,MD,21740,US,,,,,,,2019-07
1932075,911895,222-222@63s-wgz-3h5,sg:e2aea6867ca3486cba1c337bb6fb3b22,,,Paramount Brethren In Christ Church,,,Religious Organizations,Religious Organizations,813110.0,39.684373,-77.706148,19106 Longmeadow Rd,Fountainhead-Orchard Hills,MD,21742,US,,,,,,,2019-07
1932127,911947,222-222@63s-ws5-vcq,sg:e54282ee672c42d299ee0f83fd05b8d2,,,Maryland Health & Wellness Center,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,39.631516,-77.760133,1571 Wesel Blvd,Hagerstown,MD,21740,US,,,,,,,2019-07
1941815,921643,223-222@63s-ws8-kxq,sg:5926797db07144cc93c898195151809f,226-222@63s-ws8-bzf,sg:d1ab6df576ef46c0bf30bc9d70167c21,America's Best Contacts & Eyeglasses,SG_BRAND_542107fde8b1346b588d305b8c480c61,America's Best Contacts & Eyeglasses,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,39.619501,-77.77205699999999,17233 Cole Rd,Halfway,MD,21740,US,12403294699.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,,2020-11,2019-07
1943775,923605,226-222@63s-whn-w8v,sg:d87c612b55894f2aa9e8d1bd4608b3ce,,,Dawah Center Of Hagerstown,,,Religious Organizations,Religious Organizations,813110.0,39.619797,-77.664261,11411 Eastwood Ct,Robinwood,MD,21742,US,,,,,,,2019-07
1944235,924065,227-222@63s-wh2-tn5,sg:f55a9e659adf4c00ad64933d81f7d65a,zzw-222@63s-wgz-tvz,sg:b50f7578ab574853819746421b4bc325,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,39.664873,-77.70185,1579 Potomac Ave,Hagerstown,MD,21742,US,12405136715.0,,,,,2020-05,2019-07
1947834,927669,228-222@63s-ws5-45f,sg:db04fa20164f437ca9efa08d689fd90c,,,GNC (General Nutrition Centers),SG_BRAND_4709e5fc9280fbd74e23d1d4f930841b,GNC (General Nutrition Centers),Health and Personal Care Stores,Food (Health) Supplement Stores,446191.0,39.625306,-77.769926,17301 Valley Mall Rd Ste 506,Halfway,MD,21740,US,13015823138.0,,,,2021-02,2020-05,2020-05
1947972,927807,222-222@63s-v53-hkf,sg:e51f4da393e745f5acdfd2b736014cde,222-222@63s-v53-fvf,sg:28d9fc1096404b5081456b38f8d50cf0,Avis Rent A Car,SG_BRAND_f35a8740b65be2b1aa45f588f2809377,Avis Rent A Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111.0,39.705052,-77.731262,18434 Showalter Rd Ste 10,Hagerstown,MD,21742,US,13017911425.0,,,,,,
1948332,928168,zzy-222@63s-wsc-bhq,sg:0017e22edcf64eeab627eebaf3d6ef9e,,,Hagerstown Roundhouse Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110.0,39.642811,-77.734222,296 S Burhans Blvd,Hagerstown,MD,21740,US,,,,,,,2019-07
1949170,929006,22v-223@63s-whq-kxq,sg:3177e012ca1d42758e552803c37de60a,,,Salsa Mama Cantina,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.642328000000006,-77.720446,20 Public Sq,Hagerstown,MD,21740,US,13017141222.0,,"Bar or Pub,Late Night,Mexican Food",,,,2019-07
1952586,932425,22s-222@63s-wh4-vs5,sg:109e8bbfe1fe4ce6a15d03336b9b647a,,,Tracy's Repair Unlimited,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,39.651051,-77.725741,560 Hammond St,Hagerstown,MD,21740,US,13017395298.0,,,,,,2019-07
1955015,934854,223-222@63s-ws3-bp9,sg:acb5adf828ee472da8efa5a93319f93a,,,Outback Steakhouse,SG_BRAND_bbda8c58ab2c6658e3afa3d31a8486f1,Outback Steakhouse,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.630248,-77.772063,240 Railway Ln,Hagerstown,MD,21740,US,12404206868.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Lunch,Steak House,American Food,Casual Dining,Dinner",,,2019-12,2019-07
1959736,939581,zzw-222@63s-whd-dqf,sg:da632338125249af84d52656ce873fb1,,,Raymond James Financial,SG_BRAND_1d33d996f84ed96d957d92254c1ff53b,Raymond James Financial,Other Financial Investment Activities,Investment Advice,523930.0,39.614335,-77.694836,140 Paul Smith Blvd,Hagerstown,MD,21740,US,12405136135.0,,,,,,
1961578,941428,225-222@63s-ws9-3yv,sg:50a4af6ccbcd4ea3995bb641bbb439e1,,,A.C. Moore,SG_BRAND_9a5e793437182467644e9d53445c1490,A.C. Moore,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998.0,39.654913,-77.755776,17656 Garland Groh Blvd,Hagerstown,MD,21740,US,13019440069.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",,,2020-10,,2019-07
1962262,942112,234-222@63s-whq-ks5,sg:7b6234331bd54ac38e0044c35e73a1a2,,,Redeemed Christian Church Of God Throne Of Grace Parish,,,Religious Organizations,Religious Organizations,813110.0,39.641659,-77.718949,32 E Washington St Apt 1,Hagerstown,MD,21740,US,,,,,,,2019-07
1965191,945042,223-222@63s-ws4-m49,sg:3dfc7e39d6d541ecb1a23ffd1a0a0133,223-224@63s-ws4-m49,sg:a56750ef658e4658bf20ea41883bf118,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,39.621235,-77.754947,17703 Virginia Ave,Halfway,MD,21740,US,,,,,,2021-02,2021-02
1967004,946857,222-222@63s-whd-575,sg:b44d59f2c6cb4d99bad283c0b2519d97,,,United Bank,SG_BRAND_3edd0a114c0d2e78145a9fb327e89ff2,United Bank,Depository Credit Intermediation,Commercial Banking,522110.0,39.623933,-77.696352,1219 Mount Aetna Rd,Hagerstown,MD,21742,US,13017394690.0,,,,,,
1972844,952702,223-222@63s-whd-bp9,sg:2c17887228b4483fbc527ae5847a8b2a,,,First United Bank & Trust,,,Depository Credit Intermediation,Commercial Banking,522110.0,39.615337,-77.694521,130 S Edgewood Dr,Hagerstown,MD,21740,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }",,,,,2019-07
1974593,954453,zzw-222@63s-wh8-qxq,sg:990f637d3e7f48619bfee81d0a1086e6,,,Lovell's Nursery,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220.0,39.678418,-77.680335,19777 Leitersburg Pike,Paramount-Long Meadow,MD,21742,US,13017338733.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""10:00"", ""16:00""]] }",,,,,2019-07
1974754,954614,zzw-223@63s-whg-4jv,sg:a3112f352fb647bda3e9d8f17b83a20c,,,Farmers Insurance Group,SG_BRAND_ee53498a2846250eb753e44e4042a679,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,39.612608,-77.689521,1826 Dual Hwy Ste A,Hagerstown,MD,21740,US,12406082008.0,,,,,2021-03,2021-03
1976353,956215,zzw-224@63s-whq-gx5,sg:0f9e28613ede409ba38e3889458ed66f,,,Glad Tidings Evangelistic Association Incorporated,,,Religious Organizations,Religious Organizations,813110.0,39.643597,-77.724109,153 W Washington St,Hagerstown,MD,21740,US,,,,,,,2019-07
1976803,956665,22b-222@63s-w38-mc5,sg:2961b1e2cd7c4f498eb577e8a31eed1d,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,Ralph Lauren,SG_BRAND_790c6eabf25d3b854cd9c3ec7ead2fe5,Ralph Lauren,Clothing Stores,Family Clothing Stores,448140.0,39.607818,-77.732723,200 Premium Outlets Blvd,Hagerstown,MD,21740,US,13016659790.0,,,,,,2019-07
1985398,965268,zzw-222@63s-whq-4n5,sg:5b6d0a77160145a9bcc45d0b270b6313,,,Xtreme Tinting,,,Automotive Repair and Maintenance,Automotive Glass Replacement Shops,811122.0,39.638841,-77.71134599999999,360 Dual Hwy,Hagerstown,MD,21740,US,,,,,,,2019-07
1986894,966766,222-222@63s-wh2-tn5,sg:bcf6f50b3ea54191bf447b042e2745b6,,,Seven Ten,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.665684000000006,-77.701468,19330 Leitersburg Pike,Paramount-Long Meadow,MD,21742,US,12403474710.0,"{ ""Mon"": [[""16:00"", ""23:00""]], ""Tue"": [[""16:00"", ""23:00""]], ""Wed"": [[""16:00"", ""23:00""]], ""Thu"": [[""16:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""23:00""]] }","Late Night,Fine Dining",,,,2019-07
1989160,969034,223-222@63s-ws8-mzf,sg:5354051d8de142adb0c88b0983f6ce86,,,Turner's Skate Palace,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,39.616824,-77.767682,17333 Virginia Ave,Halfway,MD,21740,US,12405278411.0,,,,,,2019-07
1989208,969082,22s-222@63s-whq-k2k,sg:55dfbc3eb7fd4abca491f4c8ac7dbca4,,,REACH of Washington County,,,"Community Food and Housing, and Emergency and Other Relief Services",Temporary Shelters,624221.0,39.645287,-77.722336,140 W Franklin St Ste 300,Hagerstown,MD,21740,US,,,,,,,2019-07
1996091,975974,22d-225@63s-wh5-ndv,sg:179bacde781045d984799e719bdedd46,,,Advance Practice Psychiatric Solutions,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.653258,-77.71585999999999,201 Prospect Ave,Hagerstown,MD,21742,US,12409707300.0,,,,,,2019-07
1996680,976564,227-222@63s-wh2-b8v,sg:3a14227e5aed475191600bf9bd75a20b,,,Repairs Unlimited,,,Automotive Repair and Maintenance,Automotive Transmission Repair,811113.0,39.651267,-77.710357,780 Potomac Ave,Hagerstown,MD,21742,US,13017396784.0,"{ ""Mon"": [[""7:30"", ""17:30""]], ""Tue"": [[""7:30"", ""17:30""]], ""Wed"": [[""7:30"", ""17:30""]], ""Thu"": [[""7:30"", ""17:30""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
1997950,977836,226-222@63s-wgz-fpv,sg:8f6f754e24e94a6e8c07be478852939a,,,Top China,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.684884,-77.718083,18728 North Pointe Dr Ste B,Fountainhead-Orchard Hills,MD,21742,US,13017338808.0,"{ ""Mon"": [[""10:30"", ""21:30""]], ""Tue"": [[""10:30"", ""21:30""]], ""Wed"": [[""10:30"", ""21:30""]], ""Thu"": [[""10:30"", ""21:30""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""12:00"", ""21:00""]] }",Chinese Food,,,,2019-07
1999646,979534,zzw-224@63s-wgy-gff,sg:fc8d8699500c42fd843ab08411cc4a16,,,Wagner Matthew Psychiatrist,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.667117,-77.715085,747 Northern Ave,Hagerstown,MD,21742,US,,,,,,,2019-07
2001390,981279,223-222@63s-ws4-ysq,sg:6be8be7d63964e078d7f3f6ff9457008,,,Byrd Byron K DDS,,,Offices of Dentists,Offices of Dentists,621210.0,39.618134000000005,-77.76275600000001,11045 Lincoln Ave,Halfway,MD,21740,US,,,,,,,2019-07
2001422,981311,223-222@63s-whm-qmk,sg:6e35a65a1a9f418a93a4202f62d82ff5,,,Edward Jones,SG_BRAND_ce49fd2da39027552888496287fa81a5,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999.0,39.635717,-77.696425,1101 Opal Ct Ste 212,Hagerstown,MD,21740,US,12404208514.0,,,,,,
2003588,983482,223-224@63s-ws8-hdv,sg:f8f780a37061479588f2e438f6c441f5,,,Hagerstown Music Lessons,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,451140.0,39.615488,-77.772085,11000 Bower Ave,Halfway,MD,21740,US,13016977925.0,,,,,,2019-07
2004616,984513,zzy-222@63s-w37-x3q,sg:384acc6d65a94049a409569a4e339824,,,The UPS Store,SG_BRAND_d100d4d8528c773aac249aa76b9eed07,The UPS Store,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110.0,39.601737,-77.733144,18348 Spark Driveste 201,Hagerstown,MD,21740,US,12407076756.0,,,,,,2019-07
2007910,987811,zzw-225@63s-whq-sdv,sg:128b7fc195294bc4896771aca74d7ce5,,,Hager Optical,,,Health and Personal Care Stores,Optical Goods Stores,446130.0,39.636312,-77.71695,251 E Baltimore St,Hagerstown,MD,21740,US,13017397713.0,,,,2020-01,,2019-07
